Words,Language
tupader,Tulu
ain,Tulu
e,Tulu
kelavereg,Tulu
tuvara,Tulu
avond,Tulu
iji,Tulu
.,sym
Eee,Tulu
varsha,Kannada
aanda,Tulu
release,English
ava,Tulu
.,sym
super,English
ye,Tulu
comedy,English
.,sym
Udupi,Location
manglore,Location
dagl,Tulu
yer,Tulu
pura,Tulu
troll,English
thud,Tulu
baidar,Tulu
welcome,English
.,sym
Full,English
movie,English
yepa,Tulu
barpundu,Tulu
.,sym
Full,English
movie,English
daayeg,Tulu
olla,Tulu
tikkontijji,Tulu
.,sym
Roshi,Name
nurshesa,Tulu
ma,Tulu
.,sym
Bojaraj,Name
Love,English
u,English
sir,English
Ereg,Tulu
unde,Tulu
part,English
suit,English
apundu,Tulu
.,sym
Comedy,English
scenendh,Mixed
bareyinek,Tulu
gottand,Tulu
.,sym
eboo,Tulu
endh,Tulu
avaste,Tulu
bava,Kannada
.,sym
Shashi,Name
Anna,Kannada
na,Kannada
lyrics,English
super,English
.,sym
Pukuli,Tulu
Maya,Tulu
aatinda,Tulu
nammak,Tulu
call,English
malpule,Tulu
.,sym
Aaye,Tulu
sapura,Tulu
ulle,Tulu
ayike,Tulu
pukuli,Tulu
maya,Kannada
aatundu,Tulu
Chooru,Tulu
dappa,Tulu
aanda,Tulu
pukuli,Tulu
tikkundu,Tulu
.,sym
Super,English
cute,English
dodda,Tulu
god,English
bless,English
her,English
.,sym
nambinakleg,Tulu
ajje,Tulu
kai,Kannada
buDayeroad,Tulu
panpina,Tulu
paathera,Tulu
yaapaglaa,Tulu
sathyane,Tulu
.,sym
amme,Tulu
polica,English
.,sym
Ninna,Tulu
Pukuli,Tulu
Dada,Tulu
Song,English
Maraya,Tulu
Inchina,Tulu
Song,English
Trend,English
Anda,Tulu
Dada,Tulu
Avaste,Kannada
.,sym
Eee,Tulu
videon,Mixed
thupinakulu,Tulu
full,English
videon,Mixed
tule,Tulu
Spr,English
nataka,Kannada
.,sym
Er,Tulu
dala,Tulu
bejjar,Tulu
mallporchi,Tulu
ayinath,Tulu
beggade,Tulu
thikkuve,Tulu
.,sym
Odde,Tulu
pondu,Tulu
pukuli,Tulu
.,sym
Full,English
movie,English
unda,Tulu
.,sym
spr,English
India,English
s,English
problem,English
solved,English
Pls,English
uploade,English
making,English
video,English
of,English
this,English
.,sym
Supper,English
mare,Tulu
Aravind,Name
bolar,Location
.,sym
Shok,Tulu
athadha,Tulu
yedey,Tulu
story,English
.,sym
Ninna,Kannada
Maya,Tulu
atina,Tulu
pukuli,Tulu
n,Tulu
ode,Tulu
pandh,Tulu
nadondh,Tulu
popini,Tulu
Anna,Kannada
.,sym
Full,English
movie,English
yepa,Tulu
padvar,Tulu
.,sym
Aande,Tulu
jai,Kannada
jawan,Other
bolo,Other
Bharat,Other
mata,Other
ki,Other
Jai,Kannada
.,sym
Driver,English
ninna,Tulu
amme,Tulu
.,sym
Do,English
not,English
make,English
fun,English
of,English
Ajji,Kannada
.,sym
nikku,Tulu
naayigu,Kannada
madhime,Tulu
athhumDa,Tulu
.,sym
boobanna,Name
Dr,English
Dane,Tulu
pander,Tulu
.,sym
Doose,Tulu
supper,English
thulunaduda,Tulu
.,sym
Besant,Location
clg,English
dalpane,Tulu
.,sym
Hindu,Name
culture,English
or,English
Yakshagana,Kannada
ov,Tulu
comedy,English
aandala,Tulu
undu,Tulu
topic,English
bode,Tulu
nandh,Tulu
.,sym
Undu,Tulu
wanamooneda,Tulu
pada,Tulu
Prashanthck,Name
encha,Tulu
WA,English
big,English
big,English
singarnakula,Mixed
pada,Tulu
panayerya,Tulu
matheregla,Tulu
e,Tulu
padakennga,Tulu
adegenidrebaru,Tulu
.,sym
Superb,English
Telika,Tulu
Tenali,Kannada
Team,English
.,sym
Prasanna,Name
Anna,Kannada
edde,Tulu
athnd,Tulu
.,sym
girgit,Tulu
full,English
film,English
realese,English
llease,English
.,sym
Ha,English
ha,English
ha,English
haaaaa,English
edde,Tulu
undu,Tulu
matarella,Tulu
actinglu,Mixed
.,sym
Subscribe,English
manpule,Tulu
kudla,Location
da,Tulu
janakulu,Tulu
jathi,Kannada
matha,Kannada
beda,Kannada
tuvande,Tulu
subscribe,English
manpule,Tulu
.,sym
Very,English
nice,English
marka,Tulu
.,sym
Suprr,English
super,English
athndd,Tulu
krishnaaaaa,Name
.,sym
Undu,Tulu
movie,English
du,Tulu
game,English
play,English
gu,Tulu
ottu,Tulu
korter,Tulu
so,English
super,English
.,sym
Ayag,Tulu
toodu,Tulu
shock,English
avu,Tulu
comments,English
onjila,Tulu
arta,Tulu
avand,Tulu
paapa,Tulu
.,sym
Full,English
movie,English
padle,Tulu
mare,Tulu
.,sym
bhojaraaja,Name
vaamamjur,Location
supar,English
oa,English
bhojaraaja,Name
dhanya,Kannada
naade,Kannada
.,sym
Nina,Tulu
pukuli,Tulu
bvc,Tulu
.,sym
Bari,Tulu
porlu,Tulu
aathnd,Tulu
.,sym
kaameDi,English
athth,Tulu
thigale,Tulu
.,sym
Podi,Tulu
korthar,Tulu
chatni,Tulu
yer,Tulu
ninna,Tulu
amme,Tulu
korpena,Tulu
.,sym
Langa,Kannada
churu,Tulu
uddha,Tulu
and,Tulu
.,sym
Dabba,Tulu
latpotu,English
comidiy,English
.,sym
Thune,Other
maari,Other
entry,English
yaar,Other
yaan,Tulu
boordh,Tulu
thelthe,Tulu
yaar,Other
.,sym
bhojaraaj,Name
naaTaka,Kannada
budiyara,Tulu
.,sym
Undu,Tulu
nija,Kannada
athina,Tulu
kathena,Tulu
.,sym
Yeranda,Tulu
narrd,Tulu
korle,Tulu
marre,Tulu
.,sym
suuuuuuper,English
programme,English
Walter,Name
kadegu,Location
padhya,Tulu
helidri,Tulu
.,sym
Pls,English
full,English
movie,English
upload,English
manpule,Tulu
.,sym
song,English
sokundu,Tulu
nanala,Tulu
e,Tulu
thara,Kannada
songn,Mixed
malpodu,Tulu
.,sym
Haha,Tulu
super,English
concept,English
dialogue,English
acting,English
mata,Tulu
super,English
attund,Tulu
.,sym
Jus,English
love,English
this,English
ajji,Kannada
Appe,Tulu
ath,Tulu
ninna,Tulu
amme,Tulu
teacher,English
hahaha,English
.,sym
song,English
voice,English
super,English
.,sym
Dada,Tulu
avasthe,Tulu
mare,Tulu
kudlada,Location
matha,Tulu
nepalde,Tulu
uller,Tulu
.,sym
Shaw,Tulu
nindo,Other
first,English
byari,Name
padi,Tulu
manga,Kannada
nankalo,Other
language,English
joke,English
akanda,Other
.,sym
Undu,Tulu
Shimanthur,Location
da,Tulu
.,sym
Bayamma,Name
super,English
uller,Tulu
Rickshaw,English
driver,English
malla,Tulu
chore,Tulu
.,sym
Namma,Kannada
bedrada,Tulu
scene,English
.,sym
DADA,Tulu
ANNA,Kannada
UND,Tulu
.,sym
so,English
sweet,English
ajji,Kannada
.,sym
yan,Tulu
sumaar,Tulu
sala,Tulu
tuye,Tulu
ajji,Kannada
na,Tulu
video,English
mast,Tulu
khushi,Kannada
aapundu,Tulu
.,sym
suraj,Name
sheTr,Name
eDDe,Tulu
DairekTar,English
.,sym
Everything,English
was,English
super,English
but,English
real,English
msg,English
was,English
given,English
naveen,Name
shetr,Name
dristi,Kannada
badalanda,Tulu
sristi,Kannada
badalapundu,Tulu
.,sym
Av,Tulu
ponnu,Tulu
part,English
mldinarna,Tulu
pudar,Tulu
dada,Tulu
.,sym
Kalagonchil,Location
da,Tulu
onji,Tulu
thelikeda,Tulu
gonchil,Tulu
thuyinath,Tulu
yavuji,Tulu
super,English
top,English
athnd,Tulu
.,sym
super,English
Arvind,Name
anna,Kannada
.,sym
Echane,Tulu
meking,English
video,English
budothippi,Tulu
.,sym
Baari,Tulu
porlu,Tulu
Bari,Tulu
Sokuda,Tulu
Bari,Tulu
onjigammathda,Tulu
performens,English
.,sym
Kannada,Name
madrappa,Kannada
ellarigu,Kannada
arta,Kannada
agutte,Kannada
.,sym
Kudlada,Location
jana,Kannada
ullera,Tulu
.,sym
Tulu,Name
maathadlikke,Kannada
baralla,Kannada
aadre,Kannada
swalpa,Kannada
artha,Kannada
aagutthe,Kannada
.,sym
Kannada,Name
mathadi,Kannada
marre,Kannada
.,sym
Super,English
comedy,English
keep,English
rockye,Mixed
prashamsha,Kannada
.,sym
Super,English
guines,English
world,English
record,English
udupi,Location
IAM,English
also,English
udupi,Location
tulu,Name
barpunda,Tulu
.,sym
All,English
the,English
very,English
best,English
jai,Name
thulunadu,Location
.,sym
Bulla,Name
Praveen,Name
kodikal,Location
padil,Location
padile,Location
.,sym
Love,English
u,English
dodda,Tulu
.,sym
Swami,Kannada
koragajja,Name
kapule,Tulu
.,sym
edde,Tulu
aathundu,Tulu
god,English
bless,English
.,sym
Wow,English
movie,English
undu,Tulu
.,sym
superrrrrrrrrrrrrrrr,English
anda,Tulu
double,English
meaning,English
jaasthi,Tulu
andu,Tulu
andalaaa,Tulu
good,English
.,sym
Nink,Other
pallila,Other
kittiro,Other
paat,Other
paadog,Other
adhum,Other
byandatho,Other
paatu,Other
.,sym
keep,English
it,English
up,English
tulu,Name
bashay,Kannada
Very,English
nic,English
program,English
special,English
for,English
maralugad,Location
peple,English
.,sym
Banji,Tulu
nilikey,Tulu
thelthey,Tulu
.,sym
Kateppe,Name
kat,Tulu
appa,Tulu
.,sym
Camerada,Mixed
quality,English
wahhh,English
n,English
aravind,Name
guru,Name
your,English
acting,English
amazing,English
.,sym
Bele,Tulu
mugit,Tulu
banaga,Tulu
Manas,Kannada
ora,Tulu
hagura,Kannada
apund,Tulu
.,sym
baari,Tulu
porlu,Tulu
athumDu,Tulu
.,sym
Ponnulunett,Tulu
sarane,Tulu
malthinakulu,Tulu
uller,Tulu
e,Tulu
comedida,Tulu
video,English
unda,Tulu
.,sym
yeh,Other
comedy,English
accha,Other
hai,Other
.,sym
Mast,Tulu
vedio,English
padle,Tulu
pls,English
.,sym
ekre,Tulu
and,English
Umil,Tulu
is,English
gon,English
na,English
come,English
soon,English
.,sym
Prashamsha,Kannada
panda,Tulu
prashamshaney,Tulu
akulaka,Tulu
wa,Tulu
team,English
g,Tulu
la,Tulu
awandh,Tulu
.,sym
min,English
g,Tulu
punching,English
dialogue,English
.,sym
Serial,English
tuware,Tulu
baari,Tulu
kusi,Kannada
apundu,Tulu
.,sym
Poojarlena,Tulu
voice,English
bojaraj,Name
sir,English
leka,Tulu
undu,Tulu
.,sym
Wow,English
ajji,Kannada
love,English
you,English
radd,Tulu
budle,Tulu
ajjj,Kannada
areg,Tulu
.,sym
Arvind,Name
bramahavar,Location
Thalia,Tulu
suting,English
madtha,Tulu
edara,Tulu
mara,Tulu
.,sym
Nagavallig,Name
praya,Kannada
atendend,Tulu
.,sym
Bari,Tulu
sokuda,Tulu
yakshagana,Kannada
.,sym
nikai,Other
raamroo,Other
chh,Other
gith,Other
sampurn,Other
timalaaee,Other
pragathikoo,Other
subhakaamanaa,Other
Keep,English
Loving,English
supporting,English
.,sym
Anna,Kannada
nagale,Tulu
pukuli,Tulu
maya,Kannada
panda,Tulu
porlu,Tulu
da,Tulu
ponnu,Tulu
ge,Tulu
Nepal,Location
da,Tulu
.,sym
athee,Other
meethoom,Other
hajur,Other
soomndaa,Name
aanamd,Name
aayoo,Other
best,English
wishes,English
all,English
team,English
.,sym
thharD,English
klaas,English
kaamiDi,English
.,sym
kati,Other
sarai,Other
maya,Other
laaune,Other
.,sym
Excellent,English
yen,Tulu
fav,English
team,English
boka,Tulu
yenk,Tulu
panditer,Tulu
yen,Tulu
fav,English
artist,English
love,English
u,English
sir,English
.,sym
Supr,English
shock,English
athnd,Tulu
yenna,Tulu
vote,English
Deepak,Name
railek,Mixed
.,sym
Roopesh,Name
annana,Kannada
edde,Tulu
aapundu,Tulu
.,sym
Yer,Tulu
pannii,Tulu
Dubaidu,Location
kurlari,Tulu
tikkuji,Tulu
pandu,Tulu
I,English
am,English
in,English
Dubai,English
tikkundu,Tulu
.,sym
Full,English
movie,English
paddle,Tulu
.,sym
Nan,Kannada
e,Kannada
Dance,English
madidhi,Kannada
.,sym
Super,English
team,English
ye,Tulu
.,sym
Bappangai,Tulu
sari,Tulu
thinpale,Tulu
.,sym
Super,English
jai,Name
tulunad,Location
jai,Name
karnataka,Location
.,sym
Girigit,Tulu
movie,English
full,English
padle,Tulu
please,English
.,sym
dhairaee,Other
m,Other
nachhoone,Other
sog,English
.,sym
I,English
like,English
heroine,English
voice,English
anda,Tulu
enchi,Tulu
savuda,Tulu
tulu,Name
mare,Tulu
.,sym
Sooper,English
aathnd,Tulu
bro,English
.,sym
Looks,English
good,English
but,English
oytharaand,Tulu
.,sym
Nice,English
voice,English
Irena,Tulu
.,sym
Arvindh,Name
bolar,Location
super,English
.,sym
Kodeda,Tulu
Shantham,Kannada
Papam,Kannada
Kadak,Kannada
police,English
officer,English
.,sym
Spr,English
masth,Tulu
athundu,Tulu
.,sym
Imbenaa,Tulu
maayaatina,Tulu
pukkulin,Tulu
olund,Tulu
naadunana,Tulu
.,sym
Part,English
Yepa,Tulu
upload,English
malpuvar,Tulu
.,sym
Aravind,Name
bolerna,Location
overacted,English
comedy,English
films,English
gethd,Tulu
dakkod,Tulu
suruku,Tulu
.,sym
U,English
r,English
pukli,Tulu
is,English
in,English
thod,Tulu
.,sym
Bari,Tulu
shok,Tulu
atende,Tulu
.,sym
best,English
Script,English
Alwys,English
Maskiri,Name
.,sym
Tulu,Name
nadu,Kannada
beste,Mixed
.,sym
Namasthe,Kannada
arvind,Name
bolar,Location
irna,Tulu
accting,English
masth,Tulu
kushi,Kannada
apund,Tulu
.,sym
Full,English
movie,English
live,English
koriyar,Tulu
anda,Tulu
itte,Tulu
tikond,Tulu
ijji,Tulu
.,sym
Swalpa,Kannada
thale,Kannada
bachkondu,Kannada
vediona,Mixed
madu,Kannada
maraya,Kannada
.,sym
Really,English
sir,English
kiri,Kannada
kiri,Kannada
jodi,Kannada
program,English
toonaga,Tulu
masth,Tulu
kushi,Kannada
aapundu,Tulu
thank,English
u,English
sir,English
u,English
and,English
ur,English
team,English
.,sym
intervew,English
herera,Other
yata,Other
herna,Other
aako,Other
hajir,Other
hauta,Other
.,sym
Pukuli,Tulu
maaya,Kannada
aanda,Tulu
maareshek,Tulu
.,sym
Sokuda,Tulu
film,English
super,English
undu,Tulu
.,sym
Full,English
movie,English
kab,Other
aayega,Other
.,sym
Kalve,Tulu
sharuku,Name
digu,Name
Akshay,Name
Kumar,Name
ejena,Tulu
.,sym
Wow,English
pukuli,Tulu
maya,Other
.,sym
Super,English
nim,Kannada
comedy,English
viDiyo,English
nange,Kannada
thumbaa,Kannada
ishhTa,Kannada
.,sym
masth,Tulu
dhanyavaada,Kannada
namma,Kannada
kuDla,Location
gu,Tulu
.,sym
pukuli,Tulu
maaya,Tulu
kaamDe,Tulu
daada,Tulu
malpuvena,Tulu
.,sym
Nimma,Kannada
kannada,Name
videone,Mixed
chenda,Kannada
awesomidhe,Mixed
.,sym
maya,Kannada
marera,Other
ekdamai,Other
marmik,Other
thiyo,Other
yo,Other
chai,Other
alli,Other
mazza,Other
aayena,Other
.,sym
Yer,Tulu
poora,Tulu
kudladagul,Tulu
pukuli,Tulu
thuyar,Tulu
.,sym
Pottu,Tulu
script,English
anna,Kannada
dada,Tulu
comidy,English
aye,Tulu
krishne,Tulu
padhe,Tulu
ayana,Tulu
over,English
acting,English
kammi,Tulu
malpad,Tulu
.,sym
Udu,Tulu
yan,Tulu
sarthi,Tulu
tupunu,Tulu
from,English
london,Location
.,sym
Pukulli,Tulu
nadh,Tulu
korlle,Tulu
marre,Tulu
ubek,Tulu
.,sym
Moolu,Tulu
pukuli,Tulu
dekkere,Tulu
neerijji,Tulu
ainet,Tulu
meyna,Tulu
pukuli,Tulu
maya,Tulu
atund,Tulu
ge,Tulu
.,sym
Enkalna,Tulu
tulu,Name
mast,Tulu
porlu,Tulu
.,sym
Schoolg,Mixed
ponag,Tulu
onthe,Tulu
praya,Tulu
andandh,Tulu
.,sym
Yepa,Tulu
release,English
indhu,Tulu
.,sym
Devdas,Name
kaapikad,Location
Naveen,Name
padil,Location
bojaraj,Name
vamanjoor,Location
Aravind,Name
bolar,Location
is,English
Tulu,Name
nada,Kannada
Kambagalu,Kannada
.,sym
Yeath,Tulu
Sala,Tulu
thootharu,Tulu
tuvodu,Tulu
pandh,Tulu
apundu,Tulu
.,sym
Hmmm,English
undu,Tulu
masaaaa,Tulu
.,sym
Yenk,Tulu
koroli,Tulu
super,English
comedy,English
too,English
good,English
.,sym
bakeT,Tulu
eDDe,Tulu
pathther,Tulu
bijepig,Tulu
.,sym
Ethe,Tulu
nakkd,Tulu
nakkd,Tulu
kornda,Tulu
Corona,English
barpundu,Tulu
.,sym
ufffff,English
maathu,Kannada
jaasthi,Kannada
.,sym
Kudladakulu,Tulu
matha,Tulu
serdandala,Tulu
imbeg,Tulu
onji,Tulu
plastick,English
da,Tulu
pukuli,Tulu
nandala,Tulu
kadapudoli,Tulu
papa,Tulu
.,sym
Goooooooooood,English
ab,Other
thoda,Other
maza,Other
aaaraha,Other
hai,English
.,sym
enchi,Tulu
karmaye,Tulu
time,English
waste,English
boring,English
.,sym
Halo,English
sumathi,Name
akka,Kannada
enkulu,Tulu
utharkarnatakad,Location
ippunu,Tulu
eer,Tulu
nama,Kannada
thulunadu,Location
ponjovu,Tulu
incha,Tulu
poora,Tulu
nerade,Tulu
ningavvag,Tulu
.,sym
Must,English
ittundya,Tulu
ninna,Kannada
pookida,Tulu
story,English
.,sym
Notice,English
malpule,Tulu
background,English
d,Tulu
extra,English
Dailog,English
.,sym
raajeshaNNa,Name
sureshaNNa,Name
iththimDa,Tulu
supar,English
kaamiDi,English
.,sym
Hi,English
aggi,Tulu
dhayta,Tulu
manparu,Tulu
.,sym
naveen,Name
shetru,Name
barad,Tulu
.,sym
Awesome,English
comedyye,Mixed
Yakulna,Tulu
kudla,Location
always,English
rocks,English
.,sym
Hahahahahaha,English
ayyo,Tulu
thelth,Tulu
sakand,Tulu
.,sym
Padhyana,Tulu
ganapathi,Name
bhagavathike,Tulu
.,sym
Aaha,English
very,English
nice,English
song,English
congratulations,English
sir,English
.,sym
Super,English
athnd,Tulu
yogishannana,Name
spr,English
athnd,Tulu
all,English
the,English
best,English
team,English
.,sym
Baari,Tulu
porluda,Tulu
embyana,Tulu
pukuli,Tulu
kanege,Tulu
plzzz,English
dayamlthdh,Tulu
korle,Tulu
maree,Tulu
.,sym
Aravind,Name
anna,Kannada
supppper,English
.,sym
Masth,Tulu
shokathund,Tulu
.,sym
Very,English
good,English
acting,English
eeranna,Tulu
and,English
Shobha,Name
Rai,Name
keep,English
it,English
up,English
.,sym
eamchi,Tulu
saav,Tulu
marre,Tulu
u,English
c,English
.,sym
maatherla,Tulu
ia,Tulu
saamg,English
da,Kannada
linkn,Mixed
sher,English
malth,Tulu
d,Tulu
saporT,English
malpule,Tulu
.,sym
Bari,Tulu
porluda,Tulu
yakshagana,Kannada
sir,English
.,sym
jai,Name
thuLunaaDu,Location
chembur,English
mumbai,Location
.,sym
Acting,English
was,English
all,English
the,English
best,English
niklna,Tulu
prayathnag,Tulu
.,sym
Comment,English
odare,Tulu
ge,Tulu
gammath,Tulu
apund,Tulu
.,sym
super,English
bangar,Tulu
paddu,Tulu
shoku,Tulu
tojvar,Tulu
.,sym
Plz,English
upload,English
malple,Tulu
.,sym
Umesh,Name
anna,Kannada
na,Tulu
bethe,Tulu
comedy,English
padle,Tulu
.,sym
Shasthavu,Kannada
Bhoothanatheshwara,Kannada
devern,Tulu
sugipuna,Tulu
padhaa,Tulu
kenare,Tulu
masthu,Tulu
kusiyandu,Tulu
neklna,Tulu
team,English
nu,Tulu
rakshne,Kannada
malapadu,Tulu
.,sym
Voice,English
is,English
like,English
our,English
janardana,Name
poojarlu,Name
very,English
nice,English
.,sym
Olu,Tulu
nadodu,Tulu
maraya,Tulu
ninna,Tulu
pukulin,Tulu
.,sym
Suuuuperb,English
lokanna,Name
and,English
teamm,English
.,sym
very,English
good,English
umesh,Name
anna,Kannada
.,sym
Nijavaglu,Kannada
sprb,English
osm,English
padagale,Kannada
ejjiii,Tulu
All,English
the,English
best,English
Ur,English
team,English
koragajja,Name
yedde,Tulu
palpoli,Tulu
ereg,Tulu
.,sym
Avasthe,Tulu
marre,Tulu
nana,Tulu
dhadha,Tulu
maatha,Tulu
maya,Kannada
apunda,Tulu
gothujji,Tulu
ayena,Tulu
.,sym
Nice,English
movie,English
Nice,English
film,English
Shaine,Name
Mamu,Tulu
s,English
team,English
good,English
movie,English
.,sym
Super,English
thumbaa,Kannada
oLLeya,Kannada
bhaagavathike,Kannada
supar,English
kaameDi,English
.,sym
Super,English
athund,Tulu
comedy,English
undu,Tulu
.,sym
Mumbai,Location
da,Tulu
tulu,Name
.,sym
byarleg,Tulu
onji,Tulu
msg,English
korle,Tulu
agulu,Tulu
pettha,Tulu
kaikanji,Tulu
kerdu,Tulu
duddu,Tulu
malpuver,Tulu
agaleg,Tulu
onji,Tulu
msg,English
korle,Tulu
plzzz,Tulu
.,sym
ia,Kannada
viDiyo,English
noDuththaa,Kannada
iddare,Kannada
mai,Kannada
navireLuvudu,Kannada
.,sym
Dodda,Tulu
Baari,Kannada
pemas,Tulu
ayerrattaa,Tulu
.,sym
Imbena,Tulu
pukkuli,Tulu
ithe,Tulu
kudla,Location
bokka,Tulu
Udupi,Location
d,Tulu
janakulu,Tulu
naadondhuller,Tulu
.,sym
Draivimgdu,English
ne,Kannada
bhaaga,Kannada
yaavaaga,Kannada
baruththe,Kannada
bro,English
.,sym
Super,English
undu,Tulu
bro,English
.,sym
Pro,English
tera,Other
pukuli,Tulu
kidar,Other
gaya,Other
bro,English
.,sym
Bari,Tulu
shokatund,Tulu
blooper,English
.,sym
Natakada,Kannada
tital,English
song,English
upload,English
kalpi,Tulu
sir,English
.,sym
Laik,Tulu
itnd,Tulu
tnx,Other
.,sym
Bor,Tulu
mane,Tulu
sateee,Tulu
.,sym
Kakke,Tulu
da,Tulu
Barish,Other
Lockdownnd,Mixed
laik,Tulu
aaund,Tulu
.,sym
Full,English
movie,English
upload,English
mlpi,Tulu
.,sym
Full,English
movie,English
upload,English
malpule,Tulu
bro,English
.,sym
Paternaga,Tulu
poadyare,Tulu
balli,Tulu
.,sym
Yappa,Tulu
thelth,Tulu
thelth,Tulu
saakand,Tulu
.,sym
Trailer,English
bari,Tulu
edde,Tulu
undu,Tulu
.,sym
Kannada,Name
language,English
lli,Tulu
dubbnnu,Mixed
madi,Kannada
.,sym
Swami,Kannada
koragajja,Name
ere,Tulu
kapodu,Tulu
devere,Tulu
.,sym
mast,Tulu
comedy,English
so,English
sweet,English
.,sym
VASANNA,Name
SUPER,English
DUPER,English
.,sym
Kalavidearana,Kannada
bagge,Kannada
gowrava,Kannada
undu,Tulu
Anda,Tulu
acting,English
maatra,Tulu
athi,Tulu
aand,Tulu
.,sym
Dineshattavar,Name
Sir,English
ponjvena,Tulu
acttingbaari,Mixed
porlu,Tulu
very,English
beautifull,English
very,English
nice,English
.,sym
Yenna,Tulu
pukuli,Tulu
Maya,Kannada
ge,Tulu
.,sym
dada,Tulu
avo,Tulu
bu,Tulu
kampa,Tulu
.,sym
Wow,English
differenta,English
irrukku,Other
.,sym
Anna,Kannada
pukili,Tulu
tikkunda,Tulu
.,sym
papa,Tulu
mare,Tulu
imbena,Tulu
maya,Kannada
athna,Tulu
pukulin,Tulu
vapas,Tulu
korad,Tulu
.,sym
Four,English
legends,English
and,English
pillars,English
of,English
Tulu,Name
comedy,English
drama,English
and,English
film,English
industry,English
.,sym
kannaDakke,Kannada
Dab,English
maaDi,Kannada
u,Kannada
u,Kannada
maarkeT,English
u,Kannada
c,Kannada
vistharisi,Kannada
.,sym
sala,Kannada
tegedu,Kannada
call,English
dethiji,Tulu
.,sym
supar,English
uamDu,Tulu
eamkalla,Tulu
haiskul,English
D,Tulu
ajjern,Tulu
kerd,Tulu
raje,Kannada
paDDina,Tulu
neppu,Tulu
aamD,Tulu
aravimdaNNe,Name
nerpunane,Tulu
oamji,Tulu
khushhi,Kannada
.,sym
Wow,English
nice,English
soog,English
and,English
voice,English
Dada,Tulu
ma,Tulu
sagita,Kannada
.,sym
Hello,English
guru,Kannada
bhii,Other
.,sym
Golmaal,Other
tulu,Name
movie,English
upload,English
manpule,Tulu
bro,English
please,English
.,sym
ia,Kannada
muvin,Tulu
thuvamde,Tulu
eth,Tulu
samaya,Kannada
aaamD,Tulu
maraayre,Tulu
.,sym
Dayamaadi,Kannada
Ajjanannu,Kannada
e,Kannada
reethi,Kannada
chithrisabedi,Kannada
.,sym
Bare,Tulu
shoku,Tulu
athinde,Tulu
.,sym
Bari,Tulu
shok,Tulu
andh,Tulu
episode,English
.,sym
porllathundu,Tulu
punchesla,Mixed
yedde,Tulu
ethundu,Tulu
ethu,Tulu
ythula,Tulu
yav,Tulu
.,sym
Maternala,Tulu
ottige,Tulu
mungli,Tulu
aavod,Tulu
.,sym
Matherugleguu,Tulu
all,English
the,English
best,English
.,sym
GREET,English
BALE,Tulu
TELIPAALE,Tulu
.,sym
Attavar,Location
sir,English
mastu,Tulu
porlu,Tulu
tojvaru,Tulu
nice,English
episode,English
with,English
fun,English
.,sym
Masth,Tulu
ista,Tulu
andu,Tulu
yanna,Tulu
mage,Tulu
years,English
full,English
dialoguen,Mixed
songn,Mixed
panpe,Tulu
.,sym
Suleballa,Other
nikulu,Tulu
byarilen,Tulu
thamase,Kannada
manpuna,Tulu
byari,Name
putinakule,Tulu
.,sym
nataka,Kannada
thulekko,Tulu
appyndu,Tulu
.,sym
are,English
imbena,Tulu
reksha,Name
tunaga,Tulu
.,sym
yenchi,Tulu
sav,Tulu
blinkingya,Mixed
.,sym
Kirshne,Tulu
unthare,Tulu
gotthijandaye,Tulu
awencha,Tulu
Supr,English
dilogu,English
hakunu,Kannada
.,sym
Bale,Tulu
thoripule,Tulu
congi,Tulu
Vijay,Name
g,Tulu
.,sym
Double,English
meaninglu,Mixed
jasthi,Tulu
and,Tulu
.,sym
raDD,Tulu
leDilena,Tulu
talent,English
supar,English
.,sym
nice,English
song,English
olu,Tulu
ayena,Tulu
nataka,Kannada
place,English
yer,Tulu
barethna,Tulu
nataka,Kannada
undhu,Tulu
.,sym
Imbe,Tulu
na,Tulu
pudhar,Tulu
bajrangi,Name
ya,Tulu
.,sym
I,English
love,English
Tulu,Name
comedy,English
scene,English
spl,English
for,English
TuLuNaD,Location
mAniKyA,Kannada
BoLaR,Location
.,sym
ADRAPOLI,Other
nice,English
joke,English
ave,Tulu
.,sym
Sir,English
irna,Tulu
acting,English
masth,Tulu
comedyye,Mixed
.,sym
pukuli,Tulu
mathlap,Other
pichouda,Other
or,English
mayak,Kannada
means,English
gayab,Other
.,sym
Anchoring,English
is,English
not,English
good,English
.,sym
Kapikad,Location
rena,Tulu
e,Tulu
voice,English
d,Tulu
comedy,English
apuji,Tulu
.,sym
Ninna,Kannada
enchane,Tulu
nikalna,Tulu
Pura,Tulu
nataka,Kannada
padodu,Tulu
all,English
the,English
best,English
.,sym
Natakada,Kannada
pudar,Tulu
dadye,Tulu
.,sym
Suvakamana,Name
best,English
of,English
luck,English
.,sym
Old,English
atha,Tulu
ye,Tulu
.,sym
Imbena,Tulu
pukumi,Tulu
n,Tulu
pergude,Tulu
thinthindand,Tulu
.,sym
Battalu,Tulu
patondu,Tulu
natya,Tulu
er,Tulu
aptop,Tulu
patondu,Tulu
natyaru,Tulu
dialogue,English
concept,English
super,English
.,sym
Frist,English
time,English
Tulu,Name
keltidini,Kannada
yenu,Kannada
tilitilla,Kannada
kannadadalli,Kannada
aagidre,Kannada
channagirodu,Kannada
.,sym
Ajji,Kannada
I,English
love,English
you,English
.,sym
